排序,商品名称,别名,商品ID,链接,券前价(元),__EMPTY,登记日期,活动状态,活动ID,活动名称,活动类型,系统推送时间,__EMPTY_1
1,【母婴直饮】云米净水器 SE 600G+ 新升级厨下式RO反渗透直饮家用,小海豚600G+（新）,8.19507E+11,https://mobile.yangkeduo.com/goods.html?goods_id=819506595979,748.7,百亿补贴,2025/10/13,审核中,无,无报名记录,无,无,
1,【母婴直饮】云米净水器 SE 600G+ 新升级厨下式RO反渗透直饮家用,小海豚600G+（新）,8.19507E+11,https://mobile.yangkeduo.com/goods.html?goods_id=819506595979,748.7,百亿补贴,2025/10/13,活动中,22496,广告商品-大促专属报名通道,大促搜索池,2025/10/10 17:56,
1,【母婴直饮】云米净水器 SE 600G+ 新升级厨下式RO反渗透直饮家用,小海豚600G+（新）,8.19507E+11,https://mobile.yangkeduo.com/goods.html?goods_id=819506595979,748.7,百亿补贴,2025/10/13,活动中,18425,百补商家自主降价链接,百亿补贴,2025/10/8 15:28,
1,【母婴直饮】云米净水器 SE 600G+ 新升级厨下式RO反渗透直饮家用,小海豚600G+（新）,8.19507E+11,https://mobile.yangkeduo.com/goods.html?goods_id=819506595979,748.7,百亿补贴,2025/10/13,活动中,22148,百亿补贴-百亿加倍补-特定商品报名链接,百亿补贴,2025/10/9 15:04,
1,【母婴直饮】云米净水器 SE 600G+ 新升级厨下式RO反渗透直饮家用,小海豚600G+（新）,8.19507E+11,https://mobile.yangkeduo.com/goods.html?goods_id=819506595979,748.7,百亿补贴,2025/10/13,活动中,21967,【上首页】流量续航（极速审核）,首页推荐专区,2025/9/30 9:06,
1,【母婴直饮】云米净水器 SE 600G+ 新升级厨下式RO反渗透直饮家用,小海豚600G+（新）,8.19507E+11,https://mobile.yangkeduo.com/goods.html?goods_id=819506595979,748.7,百亿补贴,2025/10/13,活动中,23149,平台官方活动-长期-搜索推荐专区,大促搜索池,2025/9/28 10:50,
1,【母婴直饮】云米净水器 SE 600G+ 新升级厨下式RO反渗透直饮家用,小海豚600G+（新）,8.19507E+11,https://mobile.yangkeduo.com/goods.html?goods_id=819506595979,748.7,百亿补贴,2025/10/13,活动中,20981,【10周年庆】20981长期报名入口,大促搜索池,2025/9/27 14:49,
1,【母婴直饮】云米净水器 SE 600G+ 新升级厨下式RO反渗透直饮家用,小海豚600G+（新）,8.19507E+11,https://mobile.yangkeduo.com/goods.html?goods_id=819506595979,748.7,百亿补贴,2025/10/13,活动中,21610,平台官方大促-晋升长期活动报名,大促搜索池,2025/9/27 14:49,
1,【母婴直饮】云米净水器 SE 600G+ 新升级厨下式RO反渗透直饮家用,小海豚600G+（新）,8.19507E+11,https://mobile.yangkeduo.com/goods.html?goods_id=819506595979,748.7,百亿补贴,2025/10/13,活动中,23620,【10周年庆】-国庆中秋搜索推荐报名专区,大促搜索池,2025/9/27 14:48,
1,【母婴直饮】云米净水器 SE 600G+ 新升级厨下式RO反渗透直饮家用,小海豚600G+（新）,8.19507E+11,https://mobile.yangkeduo.com/goods.html?goods_id=819506595979,748.7,百亿补贴,2025/10/13,活动中,18425,百补商家自主降价链接,百亿补贴,2025/9/26 9:46,
1,【母婴直饮】云米净水器 SE 600G+ 新升级厨下式RO反渗透直饮家用,小海豚600G+（新）,8.19507E+11,https://mobile.yangkeduo.com/goods.html?goods_id=819506595979,748.7,百亿补贴,2025/10/13,活动中,23581,百亿补贴报名入口-全国活动,百亿补贴,2025/9/18 13:53,
1,【母婴直饮】云米净水器 SE 600G+ 新升级厨下式RO反渗透直饮家用,小海豚600G+（新）,8.19507E+11,https://mobile.yangkeduo.com/goods.html?goods_id=819506595979,748.7,百亿补贴,2025/10/13,已结束,23365,月卡专享价—拼多多官方会员活动快速报名,月卡会员活动,2025/10/8 13:52,
1,【母婴直饮】云米净水器 SE 600G+ 新升级厨下式RO反渗透直饮家用,小海豚600G+（新）,8.19507E+11,https://mobile.yangkeduo.com/goods.html?goods_id=819506595979,748.7,百亿补贴,2025/10/13,已结束,22496,广告商品-大促专属报名通道,大促搜索池,2025/10/8 11:10,
1,【母婴直饮】云米净水器 SE 600G+ 新升级厨下式RO反渗透直饮家用,小海豚600G+（新）,8.19507E+11,https://mobile.yangkeduo.com/goods.html?goods_id=819506595979,748.7,百亿补贴,2025/10/13,已结束,22473,百亿长期合资券品类活动报名链接（46）,百亿补贴,2025/10/8 9:06,
1,【母婴直饮】云米净水器 SE 600G+ 新升级厨下式RO反渗透直饮家用,小海豚600G+（新）,8.19507E+11,https://mobile.yangkeduo.com/goods.html?goods_id=819506595979,748.7,百亿补贴,2025/10/13,已结束,21374,平台官方活动-长期-搜索推荐专区,大促搜索池,2025/10/6 16:44,
1,【母婴直饮】云米净水器 SE 600G+ 新升级厨下式RO反渗透直饮家用,小海豚600G+（新）,8.19507E+11,https://mobile.yangkeduo.com/goods.html?goods_id=819506595979,748.7,百亿补贴,2025/10/13,已结束,22148,百亿补贴-百亿加倍补-特定商品报名链接,百亿补贴,2025/9/29 19:48,
1,【母婴直饮】云米净水器 SE 600G+ 新升级厨下式RO反渗透直饮家用,小海豚600G+（新）,8.19507E+11,https://mobile.yangkeduo.com/goods.html?goods_id=819506595979,748.7,百亿补贴,2025/10/13,已结束,18056,【平台官补】补贴秒杀品牌千万爆款团,补贴秒杀,无,
1,【母婴直饮】云米净水器 SE 600G+ 新升级厨下式RO反渗透直饮家用,小海豚600G+（新）,8.19507E+11,https://mobile.yangkeduo.com/goods.html?goods_id=819506595979,748.7,百亿补贴,2025/10/13,已结束,23149,平台官方活动-长期-搜索推荐专区,大促搜索池,2025/9/28 10:48,
1,【母婴直饮】云米净水器 SE 600G+ 新升级厨下式RO反渗透直饮家用,小海豚600G+（新）,8.19507E+11,https://mobile.yangkeduo.com/goods.html?goods_id=819506595979,748.7,百亿补贴,2025/10/13,已结束,22473,百亿长期合资券品类活动报名链接（46）,百亿补贴,2025/9/28 10:47,
1,【母婴直饮】云米净水器 SE 600G+ 新升级厨下式RO反渗透直饮家用,小海豚600G+（新）,8.19507E+11,https://mobile.yangkeduo.com/goods.html?goods_id=819506595979,748.7,百亿补贴,2025/10/13,已结束,18056,【平台官补】补贴秒杀品牌千万爆款团,补贴秒杀,无,
1,【母婴直饮】云米净水器 SE 600G+ 新升级厨下式RO反渗透直饮家用,小海豚600G+（新）,8.19507E+11,https://mobile.yangkeduo.com/goods.html?goods_id=819506595979,748.7,百亿补贴,2025/10/13,已结束,18425,百补商家自主降价链接,百亿补贴,2025/9/18 17:43,
2,【25年新品0陈水】云米净水器小海豚2 1000G家用直饮厨下RO反渗透,小海豚2 1000G,2.44056E+11,https://mobile.yangkeduo.com/goods.html?goods_id=244055989700,1157,百亿补贴,2025/10/13,审核中,20453,百亿补贴电器限时降价,百亿补贴,无,1144.33
2,【25年新品0陈水】云米净水器小海豚2 1000G家用直饮厨下RO反渗透,小海豚2 1000G,2.44056E+11,https://mobile.yangkeduo.com/goods.html?goods_id=244055989700,1157,百亿补贴,2025/10/13,审核中,23530,百亿补贴电器限时降价（95折入口）,百亿补贴,无,1144.33
2,【25年新品0陈水】云米净水器小海豚2 1000G家用直饮厨下RO反渗透,小海豚2 1000G,2.44056E+11,https://mobile.yangkeduo.com/goods.html?goods_id=244055989700,1157,百亿补贴,2025/10/13,活动中,21967,【上首页】流量续航（极速审核）,首页推荐专区,2025/10/11 7:43,1144.33
2,【25年新品0陈水】云米净水器小海豚2 1000G家用直饮厨下RO反渗透,小海豚2 1000G,2.44056E+11,https://mobile.yangkeduo.com/goods.html?goods_id=244055989700,1157,百亿补贴,2025/10/13,活动中,22827,百亿补贴报名入口-政府补贴（快速通道）,百亿补贴,2025/9/23 15:06,1144.33
2,【25年新品0陈水】云米净水器小海豚2 1000G家用直饮厨下RO反渗透,小海豚2 1000G,2.44056E+11,https://mobile.yangkeduo.com/goods.html?goods_id=244055989700,1157,百亿补贴,2025/10/13,已结束,22496,广告商品-大促专属报名通道,大促搜索池,无,1144.33
2,【25年新品0陈水】云米净水器小海豚2 1000G家用直饮厨下RO反渗透,小海豚2 1000G,2.44056E+11,https://mobile.yangkeduo.com/goods.html?goods_id=244055989700,1157,百亿补贴,2025/10/13,已结束,23620,【10周年庆】-国庆中秋搜索推荐报名专区,大促搜索池,无,1144.33
2,【25年新品0陈水】云米净水器小海豚2 1000G家用直饮厨下RO反渗透,小海豚2 1000G,2.44056E+11,https://mobile.yangkeduo.com/goods.html?goods_id=244055989700,1157,百亿补贴,2025/10/13,已结束,23620,【10周年庆】-国庆中秋搜索推荐报名专区,大促搜索池,无,1144.33
2,【25年新品0陈水】云米净水器小海豚2 1000G家用直饮厨下RO反渗透,小海豚2 1000G,2.44056E+11,https://mobile.yangkeduo.com/goods.html?goods_id=244055989700,1157,百亿补贴,2025/10/13,已结束,21374,平台官方活动-长期-搜索推荐专区,大促搜索池,无,1144.33
2,【25年新品0陈水】云米净水器小海豚2 1000G家用直饮厨下RO反渗透,小海豚2 1000G,2.44056E+11,https://mobile.yangkeduo.com/goods.html?goods_id=244055989700,1157,百亿补贴,2025/10/13,已结束,23365,月卡专享价—拼多多官方会员活动快速报名,月卡会员活动,2025/10/8 13:52,1144.33
2,【25年新品0陈水】云米净水器小海豚2 1000G家用直饮厨下RO反渗透,小海豚2 1000G,2.44056E+11,https://mobile.yangkeduo.com/goods.html?goods_id=244055989700,1157,百亿补贴,2025/10/13,已结束,22148,百亿补贴-百亿加倍补-特定商品报名链接,百亿补贴,无,1144.33
2,【25年新品0陈水】云米净水器小海豚2 1000G家用直饮厨下RO反渗透,小海豚2 1000G,2.44056E+11,https://mobile.yangkeduo.com/goods.html?goods_id=244055989700,1157,百亿补贴,2025/10/13,已结束,21374,平台官方活动-长期-搜索推荐专区,大促搜索池,无,1144.33
2,【25年新品0陈水】云米净水器小海豚2 1000G家用直饮厨下RO反渗透,小海豚2 1000G,2.44056E+11,https://mobile.yangkeduo.com/goods.html?goods_id=244055989700,1157,百亿补贴,2025/10/13,已结束,21374,平台官方活动-长期-搜索推荐专区,大促搜索池,无,1144.33
2,【25年新品0陈水】云米净水器小海豚2 1000G家用直饮厨下RO反渗透,小海豚2 1000G,2.44056E+11,https://mobile.yangkeduo.com/goods.html?goods_id=244055989700,1157,百亿补贴,2025/10/13,已结束,23620,【10周年庆】-国庆中秋搜索推荐报名专区,大促搜索池,无,1144.33
2,【25年新品0陈水】云米净水器小海豚2 1000G家用直饮厨下RO反渗透,小海豚2 1000G,2.44056E+11,https://mobile.yangkeduo.com/goods.html?goods_id=244055989700,1157,百亿补贴,2025/10/13,已结束,23620,【10周年庆】-国庆中秋搜索推荐报名专区,大促搜索池,无,1144.33
3,【重磅新品】云米净水器600G小海豚升级版厨下式RO反渗透直饮家用,小海豚600G+（老）,2.25501E+11,https://mobile.yangkeduo.com/goods.html?goods_id=225501370546,621,百亿补贴,2025/10/13,审核中,无,无报名记录,无,无,
3,【重磅新品】云米净水器600G小海豚升级版厨下式RO反渗透直饮家用,小海豚600G+（老）,2.25501E+11,https://mobile.yangkeduo.com/goods.html?goods_id=225501370546,621,百亿补贴,2025/10/13,活动中,22496,广告商品-大促专属报名通道,大促搜索池,2025/10/10 17:56,
3,【重磅新品】云米净水器600G小海豚升级版厨下式RO反渗透直饮家用,小海豚600G+（老）,2.25501E+11,https://mobile.yangkeduo.com/goods.html?goods_id=225501370546,621,百亿补贴,2025/10/13,活动中,18425,百补商家自主降价链接,百亿补贴,2025/10/10 13:38,
3,【重磅新品】云米净水器600G小海豚升级版厨下式RO反渗透直饮家用,小海豚600G+（老）,2.25501E+11,https://mobile.yangkeduo.com/goods.html?goods_id=225501370546,621,百亿补贴,2025/10/13,活动中,22180,百亿加倍补-电器大爆款报名,百亿补贴,2025/10/10 16:28,
3,【重磅新品】云米净水器600G小海豚升级版厨下式RO反渗透直饮家用,小海豚600G+（老）,2.25501E+11,https://mobile.yangkeduo.com/goods.html?goods_id=225501370546,621,百亿补贴,2025/10/13,活动中,21502,【上首页】极速通道（流量立享）,首页推荐专区,2025/10/8 11:10,
3,【重磅新品】云米净水器600G小海豚升级版厨下式RO反渗透直饮家用,小海豚600G+（老）,2.25501E+11,https://mobile.yangkeduo.com/goods.html?goods_id=225501370546,621,百亿补贴,2025/10/13,活动中,22180,百亿加倍补-电器大爆款报名,百亿补贴,2025/10/9 14:57,
3,【重磅新品】云米净水器600G小海豚升级版厨下式RO反渗透直饮家用,小海豚600G+（老）,2.25501E+11,https://mobile.yangkeduo.com/goods.html?goods_id=225501370546,621,百亿补贴,2025/10/13,活动中,22181,百亿加倍补-电器非爆款报名,百亿补贴,2025/10/9 15:00,
3,【重磅新品】云米净水器600G小海豚升级版厨下式RO反渗透直饮家用,小海豚600G+（老）,2.25501E+11,https://mobile.yangkeduo.com/goods.html?goods_id=225501370546,621,百亿补贴,2025/10/13,活动中,22148,百亿补贴-百亿加倍补-特定商品报名链接,百亿补贴,2025/10/9 15:04,
3,【重磅新品】云米净水器600G小海豚升级版厨下式RO反渗透直饮家用,小海豚600G+（老）,2.25501E+11,https://mobile.yangkeduo.com/goods.html?goods_id=225501370546,621,百亿补贴,2025/10/13,活动中,23149,平台官方活动-长期-搜索推荐专区,大促搜索池,2025/10/8 9:00,
3,【重磅新品】云米净水器600G小海豚升级版厨下式RO反渗透直饮家用,小海豚600G+（老）,2.25501E+11,https://mobile.yangkeduo.com/goods.html?goods_id=225501370546,621,百亿补贴,2025/10/13,活动中,22258,百亿补贴官补晋升自补,百亿补贴,2024/12/4 18:24,
3,【重磅新品】云米净水器600G小海豚升级版厨下式RO反渗透直饮家用,小海豚600G+（老）,2.25501E+11,https://mobile.yangkeduo.com/goods.html?goods_id=225501370546,621,百亿补贴,2025/10/13,活动中,20453,百亿补贴电器限时降价,百亿补贴,2024/12/4 18:24,
3,【重磅新品】云米净水器600G小海豚升级版厨下式RO反渗透直饮家用,小海豚600G+（老）,2.25501E+11,https://mobile.yangkeduo.com/goods.html?goods_id=225501370546,621,百亿补贴,2025/10/13,已结束,21374,平台官方活动-长期-搜索推荐专区,大促搜索池,2025/10/12 13:16,
3,【重磅新品】云米净水器600G小海豚升级版厨下式RO反渗透直饮家用,小海豚600G+（老）,2.25501E+11,https://mobile.yangkeduo.com/goods.html?goods_id=225501370546,621,百亿补贴,2025/10/13,已结束,18425,百补商家自主降价链接,百亿补贴,2025/10/10 12:12,
3,【重磅新品】云米净水器600G小海豚升级版厨下式RO反渗透直饮家用,小海豚600G+（老）,2.25501E+11,https://mobile.yangkeduo.com/goods.html?goods_id=225501370546,621,百亿补贴,2025/10/13,已结束,18425,百补商家自主降价链接,百亿补贴,2025/10/10 12:11,
3,【重磅新品】云米净水器600G小海豚升级版厨下式RO反渗透直饮家用,小海豚600G+（老）,2.25501E+11,https://mobile.yangkeduo.com/goods.html?goods_id=225501370546,621,百亿补贴,2025/10/13,已结束,18425,百补商家自主降价链接,百亿补贴,2025/10/9 17:43,
3,【重磅新品】云米净水器600G小海豚升级版厨下式RO反渗透直饮家用,小海豚600G+（老）,2.25501E+11,https://mobile.yangkeduo.com/goods.html?goods_id=225501370546,621,百亿补贴,2025/10/13,已结束,18425,百补商家自主降价链接,百亿补贴,2025/10/8 16:54,
3,【重磅新品】云米净水器600G小海豚升级版厨下式RO反渗透直饮家用,小海豚600G+（老）,2.25501E+11,https://mobile.yangkeduo.com/goods.html?goods_id=225501370546,621,百亿补贴,2025/10/13,已结束,18425,百补商家自主降价链接,百亿补贴,2025/10/8 16:53,
3,【重磅新品】云米净水器600G小海豚升级版厨下式RO反渗透直饮家用,小海豚600G+（老）,2.25501E+11,https://mobile.yangkeduo.com/goods.html?goods_id=225501370546,621,百亿补贴,2025/10/13,已结束,18425,百补商家自主降价链接,百亿补贴,2025/10/8 16:44,
3,【重磅新品】云米净水器600G小海豚升级版厨下式RO反渗透直饮家用,小海豚600G+（老）,2.25501E+11,https://mobile.yangkeduo.com/goods.html?goods_id=225501370546,621,百亿补贴,2025/10/13,已结束,18425,百补商家自主降价链接,百亿补贴,2025/10/8 16:32,
3,【重磅新品】云米净水器600G小海豚升级版厨下式RO反渗透直饮家用,小海豚600G+（老）,2.25501E+11,https://mobile.yangkeduo.com/goods.html?goods_id=225501370546,621,百亿补贴,2025/10/13,已结束,23365,月卡专享价—拼多多官方会员活动快速报名,月卡会员活动,2025/10/8 13:52,
3,【重磅新品】云米净水器600G小海豚升级版厨下式RO反渗透直饮家用,小海豚600G+（老）,2.25501E+11,https://mobile.yangkeduo.com/goods.html?goods_id=225501370546,621,百亿补贴,2025/10/13,已结束,22148,百亿补贴-百亿加倍补-特定商品报名链接,百亿补贴,无,
4,【冷热直饮套装】云米净水器家用厨下管线机套装一键即热制冷直饮,小海豚600G+冷热管线机套装,4.80071E+11,https://mobile.yangkeduo.com/goods.html?goods_id=480070620581,1449.00，1479.00,百亿补贴,2025/10/13,审核中,23531,百亿补贴电器限时降价（97折入口）,百亿补贴,无,
4,【冷热直饮套装】云米净水器家用厨下管线机套装一键即热制冷直饮,小海豚600G+冷热管线机套装,4.80071E+11,https://mobile.yangkeduo.com/goods.html?goods_id=480070620581,1449.00，1479.00,百亿补贴,2025/10/13,活动中,22148,百亿补贴-百亿加倍补-特定商品报名链接,百亿补贴,2025/10/9 15:04,
4,【冷热直饮套装】云米净水器家用厨下管线机套装一键即热制冷直饮,小海豚600G+冷热管线机套装,4.80071E+11,https://mobile.yangkeduo.com/goods.html?goods_id=480070620581,1449.00，1479.00,百亿补贴,2025/10/13,活动中,10441,百亿补贴报名入口,百亿补贴,2025/2/14 16:01,
4,【冷热直饮套装】云米净水器家用厨下管线机套装一键即热制冷直饮,小海豚600G+冷热管线机套装,4.80071E+11,https://mobile.yangkeduo.com/goods.html?goods_id=480070620581,1449.00，1479.00,百亿补贴,2025/10/13,已结束,21374,平台官方活动-长期-搜索推荐专区,大促搜索池,2025/10/8 17:38,
4,【冷热直饮套装】云米净水器家用厨下管线机套装一键即热制冷直饮,小海豚600G+冷热管线机套装,4.80071E+11,https://mobile.yangkeduo.com/goods.html?goods_id=480070620581,1449.00，1479.00,百亿补贴,2025/10/13,已结束,18425,百补商家自主降价链接,百亿补贴,2025/10/8 17:36,
4,【冷热直饮套装】云米净水器家用厨下管线机套装一键即热制冷直饮,小海豚600G+冷热管线机套装,4.80071E+11,https://mobile.yangkeduo.com/goods.html?goods_id=480070620581,1449.00，1479.00,百亿补贴,2025/10/13,已结束,18425,百补商家自主降价链接,百亿补贴,2025/10/8 17:31,
